0,6.46258419301777e-07,7.7697806608454e-06
0.0330000000000013,6.46261861599448e-07,7.76984387266997e-06
0.0660000000000025,6.4626530334551e-07,7.76990707339486e-06
0.100000000000009,6.46268851165638e-07,7.76997222130622e-06
0.13300000000001,6.46272290738496e-07,7.77003538416791e-06
0.166000000000011,6.46275731063601e-07,7.77009856048958e-06
0.200000000000003,6.4627927559493e-07,7.77016365051568e-06
0.233000000000004,6.46282712604662e-07,7.77022676487014e-06
0.266000000000005,6.46286151936782e-07,7.77028992204062e-06
0.300000000000011,6.46289699435672e-07,7.77035506482181e-06
0.333000000000013,6.46293137513385e-07,7.77041819678166e-06
0.366,6.46296583368993e-07,7.77048147546723e-06
0.400000000000006,6.46300126051582e-07,7.77054653090324e-06
0.433000000000007,6.46303560727809e-07,7.77060960266625e-06
0.466000000000008,6.46307001916812e-07,7.77067279429655e-06
0.5,6.46310548566158e-07,7.77073792296999e-06
0.533000000000001,6.46313988001393e-07,7.77080107995993e-06
0.566000000000003,6.46317431837307e-07,7.77086431897661e-06
0.600000000000009,6.46320979333085e-07,7.77092946407894e-06
0.63300000000001,6.46324417813261e-07,7.77099260667603e-06
0.666000000000011,6.46327857874361e-07,7.77105577753309e-06
0.700000000000003,6.46331405149362e-07,7.77112091787018e-06
0.737000000000009,6.46334841618234e-07,7.77118402161409e-06
0.766000000000005,6.46338286355897e-07,7.77124727642364e-06
0.800000000000011,6.46341831999009e-07,7.7713123847587e-06
0.833000000000013,6.46345271208938e-07,7.77137554106832e-06
0.870000000000005,6.46348710632416e-07,7.77143870115142e-06
0.90100000000001,6.46352253583843e-07,7.77150376111278e-06
0.933000000000007,6.4635569657727e-07,7.77156698639078e-06
0.967000000000013,6.46359136607346e-07,7.77163015580347e-06
1.004,6.4636267781754e-07,7.77169518230959e-06
1.036,6.46366126703547e-07,7.77175851523663e-06
1.066,6.46369567066948e-07,7.77182169227866e-06
1.10000000000001,6.4637311027941e-07,7.77188675767594e-06
1.13300000000001,6.46376548951422e-07,7.77194990333859e-06
1.16600000000001,6.46379988286651e-07,7.77201306089866e-06
1.2,6.46383531549068e-07,7.77207812668817e-06
1.233,6.4638697210988e-07,7.77214130336253e-06
1.26600000000001,6.46390417310833e-07,7.77220456885821e-06
1.30000000000001,6.4639396637989e-07,7.77226974261597e-06
1.33500000000001,6.46397401334013e-07,7.77233281939231e-06
1.366,6.4640084660519e-07,7.77239608805354e-06
1.40000000000001,6.46404388534855e-07,7.7724611284985e-06
1.43300000000001,6.46407825849943e-07,7.77252424820837e-06
1.46600000000001,6.46411266143624e-07,7.77258742115999e-06
1.5,6.46414818814061e-07,7.77265265980372e-06
1.533,6.46418259348385e-07,7.77271583978781e-06
1.566,6.46421697730816e-07,7.772778980827e-06
1.60000000000001,6.46425239411174e-07,7.77284401781244e-06
1.63300000000001,6.46428677250186e-07,7.77290714803941e-06
1.66600000000001,6.46432114643965e-07,7.77297026746123e-06
1.7,6.46435661240838e-07,7.77303539456055e-06
1.73700000000001,6.46439113635867e-07,7.77309879227189e-06
1.76600000000001,6.46442550120469e-07,7.77316189694756e-06
1.80000000000001,6.46446095871762e-07,7.7732270102778e-06
1.83300000000001,6.46449533942325e-07,7.77329014394725e-06
1.866,6.46452974740143e-07,7.77335332878308e-06
1.90000000000001,6.464565149401e-07,7.77341833625573e-06
1.93600000000001,6.46459955558763e-07,7.77348151569522e-06
1.96600000000001,6.46463402577882e-07,7.77354481486271e-06
2,6.46466950884167e-07,7.77360997443167e-06
2.033,6.46470390080111e-07,7.77367313050508e-06
2.066,6.46473830266872e-07,7.77373630459897e-06
2.10100000000001,6.46477371866534e-07,7.77380133896626e-06
2.13200000000001,6.46480812772486e-07,7.77386452441935e-06
2.16800000000001,6.46484259976474e-07,7.77392782499325e-06
2.2,6.4648780051953e-07,7.77399284049379e-06
2.233,6.46491243292182e-07,7.77405606228405e-06
2.26600000000001,6.46494686940446e-07,7.77411929911919e-06
2.30000000000001,6.46498240094894e-07,7.77418454745993e-06
2.33300000000001,6.46501693012138e-07,7.77424795571492e-06
2.366,6.46505130253301e-07,7.77431107223776e-06
2.40000000000001,6.465086900633e-07,7.77437644133444e-06
2.43300000000001,6.46512142187104e-07,7.77443983361221e-06
2.46900000000001,6.46515591883785e-07,7.77450318263037e-06
2.504,6.46519144786188e-07,7.77456842648493e-06
2.533,6.46522587815153e-07,7.77463165137026e-06
2.566,6.4652603835254e-07,7.77469501556783e-06
2.60000000000001,6.46529585248245e-07,7.77476014570228e-06
2.63300000000001,6.46533043696073e-07,7.77482365403877e-06
2.664,6.46536488558488e-07,7.7748869128436e-06
2.7,6.46540047371487e-07,7.77495226600318e-06
2.733,6.46543496289851e-07,7.77501560036651e-06
2.76600000000001,6.46546939823604e-07,7.77507883484319e-06
2.80000000000001,6.46550493005563e-07,7.77514408348972e-06
2.83300000000001,6.46553936184828e-07,7.77520730975706e-06
2.869,6.46557387495273e-07,7.77527068414452e-06
2.90100000000001,6.46560945253948e-07,7.7753360183119e-06
2.93300000000001,6.46564393332752e-07,7.77539933626584e-06
2.96600000000001,6.46567843014518e-07,7.77546268603703e-06
3,6.46571392387468e-07,7.77552786432952e-06
3.033,6.46574843422005e-07,7.77559123699239e-06
3.066,6.46578286596891e-07,7.77565446357085e-06
3.10100000000001,6.46581841995427e-07,7.77571975026599e-06
3.13300000000001,6.4658529662153e-07,7.77578318905421e-06
3.16600000000001,6.4658874591775e-07,7.7758465309137e-06
3.203,6.46592295485804e-07,7.77591171298875e-06
3.236,6.46595742069711e-07,7.77597500410374e-06
3.271,6.46599191883196e-07,7.77603835445813e-06
3.30000000000001,0.00500804326087906,1.3305926446957e-05
3.33500000000001,0.00500935964880114,1.68709852860782e-05
3.37,0.0100125751528523,2.2725940865388e-05
3.40000000000001,0.0100153397746764,2.663269152207e-05
3.43300000000001,0.0100181450409116,2.70316054747906e-05
3.468,0.0100209403317293,2.72001959384784e-05
3.501,0.0100238159051913,2.73531046551711e-05
3.533,0.0100266054073317,2.7543205170874e-05
3.566,0.0100293946776682,2.76759110213973e-05
3.60100000000001,0.0100322546289328,2.80546690283316e-05
3.63300000000001,0.0100349976427561,2.80973988802624e-05
3.66600000000001,0.0100377694198122,2.81416102495879e-05
3.7,0.0100416348771385,2.46574035181123e-05
3.73700000000001,0.0100462259432086,2.24351481921504e-05
3.76600000000001,0.0100505666652897,2.3208526077522e-05
3.80000000000001,0.0100549469837901,2.36830453212492e-05
3.83500000000001,0.0100592019528854,2.41403721073393e-05
3.866,0.0100633458965695,2.44621843555611e-05
3.90000000000001,0.0100675831946404,2.47818791090523e-05
3.93300000000001,0.0100716719679511,2.50212082723868e-05
3.96600000000001,0.0100757404713778,2.52081538486224e-05
4,0.010079913671656,2.53556058072145e-05
4.033,0.010083947985227,2.54511913100825e-05
4.066,0.0100879670484947,2.54905571119003e-05
4.10000000000001,0.010092092647142,2.55654652453967e-05
4.13300000000001,0.0100960900770644,2.56132126657907e-05
4.16600000000001,0.0101000758179417,2.56163993802653e-05
4.2,0.0101041685251149,2.55885403037392e-05
4.233,0.0101081285589062,2.55222820488774e-05
4.265,0.0101120812210362,2.54967293449772e-05
4.30000000000001,0.0101161481870993,2.54991174696542e-05
4.334,0.0101200886022891,2.55184765954876e-05
4.366,0.0101240214550023,2.55504337173625e-05
4.40000000000001,0.0101280655269278,2.56061882591023e-05
4.43600000000001,0.010131984465111,2.56913893357664e-05
4.46600000000001,0.0101359013580578,2.58377585747368e-05
4.5,0.0101399373116113,2.60694495512276e-05
4.533,0.0101438527346286,2.63710607166749e-05
4.566,0.01014775961311,2.67524473659374e-05
4.60000000000001,0.0101517362333352,2.72675047451846e-05
4.634,0.0101556516864229,2.73276185855034e-05
4.66800000000001,0.0101595635590659,2.72979683493665e-05
4.7,0.010163584562379,2.7262943148055e-05
4.733,0.0101674771615442,2.72323992084262e-05
4.768,0.0101713590685623,2.7196810588773e-05
4.80000000000001,0.0101753465652719,2.71601836156367e-05
4.83300000000001,0.0101792044325306,2.71178768327252e-05
4.86800000000001,0.0101830493181951,2.70808560898244e-05
4.90400000000001,0.0101869957254794,2.70321271923799e-05
4.93300000000001,0.010190810679931,2.69864547483982e-05
